player_id,source,rank,weight
205,Drafttech,182,1
206,PFN,117,0.9
206,Drafttech,212,1
207,PFF,242,1.2
207,PFN,156,0.9
207,Drafttech,138,1
208,NFL Draft Buzz,154,0.9
209,NFL Draft Buzz,155,0.9
210,PFF,221,1.2
210,Drafttech,161,1
211,PFF,169,1.2
211,NFL Draft Buzz,156,0.9
211,PFN,158,0.9
211,Drafttech,202,1
212,PFF,288,1.2
212,PFN,79,0.9
212,Drafttech,194,1
213,PFF,209,1.2
213,PFN,151,0.9
213,Drafttech,181,1
214,NFL Draft Buzz,138,0.9
214,PFN,130,0.9
214,TANKATHON,122,0.9
214,Drafttech,266,1
215,PFF,210,1.2
216,NFL Draft Buzz,158,0.9
217,PFF,211,1.2
218,PFF,190,1.2
218,NFL Draft Buzz,219,0.9
218,Drafttech,126,1
219,PFF,216,1.2
219,NFL Draft Buzz,151,0.9
219,Drafttech,184,1
220,PFN,160,0.9
221,PFF,253,1.2
221,Drafttech,145,1
222,PFF,193,1.2
222,NFL Draft Buzz,177,0.9
223,NFL Draft Buzz,161,0.9
224,PFF,339,1.2
224,TANKATHON,70,0.9
225,PFF,273,1.2
225,PFN,146,0.9
225,Drafttech,152,1
226,PFN,163,0.9
227,PFF,218,1.2
228,NFL Draft Buzz,164,0.9
229,Drafttech,183,1
230,PFF,310,1.2
230,Drafttech,251,1
230,Charlie Campbell,40,1
231,NFL Draft Buzz,165,0.9
232,PFF,146,1.2
232,NFL Draft Buzz,149,0.9
232,PFN,136,0.9
232,Drafttech,295,1
233,PFF,171,1.2
233,NFL Draft Buzz,163,0.9
233,PFN,153,0.9
233,Drafttech,240,1
234,PFF,162,1.2
234,NFL Draft Buzz,132,0.9
234,PFN,173,0.9
234,Drafttech,269,1
235,PFN,168,0.9
236,PFF,191,1.2
236,NFL Draft Buzz,218,0.9
236,TANKATHON,114,0.9
236,Drafttech,224,1
237,PFF,225,1.2
237,NFL Draft Buzz,170,0.9
238,PFF,226,1.2
239,PFF,265,1.2
239,Drafttech,156,1
240,PFF,256,1.2
240,Drafttech,164,1
241,PFF,182,1.2
241,NFL Draft Buzz,146,0.9
241,Drafttech,253,1
242,PFN,175,0.9
242,Drafttech,185,1
243,PFF,110,1.2
243,NFL Draft Buzz,166,0.9
243,Drafttech,293,1
244,PFF,249,1.2
244,PFN,155,0.9
245,PFF,229,1.2
246,NFL Draft Buzz,172,0.9
247,PFF,231,1.2
